uav_x,uav_y,uav_z,user_x,user_y,distance_m,horizontal_m,elevation_deg,los,path_loss_db,rx_dbm
133.670,123.651,65.361,114.575,7.470,134.666,117.741,29.036,1,82.631,-62.631
234.947,92.512,101.081,341.475,233.245,203.399,176.505,29.799,0,101.545,-81.545
50.302,200.758,111.629,203.224,118.057,206.606,173.853,32.704,0,111.261,-91.261
173.220,285.734,69.549,162.123,393.693,128.901,108.528,32.653,0,105.261,-85.261
276.947,386.758,101.728,424.587,283.331,206.987,180.263,29.437,0,111.947,-91.947
115.105,201.575,124.871,323.516,78.043,272.559,242.271,27.267,0,113.705,-93.705
234.883,412.824,41.038,230.621,474.372,74.098,61.696,33.630,1,77.442,-57.442
248.500,285.608,113.841,189.606,481.029,233.704,204.102,29.151,0,108.080,-88.080
45.780,326.399,72.476,71.831,191.530,155.309,137.362,27.817,0,113.533,-93.533
327.785,69.441,100.136,207.209,205.418,207.498,181.737,28.854,0,111.299,-91.299
430.734,382.463,118.258,444.732,169.695,243.826,213.228,29.013,0,103.091,-83.091
494.497,423.251,101.598,490.613,254.288,197.195,169.009,31.012,0,118.580,-98.580
80.420,14.052,67.901,185.375,43.081,128.330,108.895,31.945,0,98.814,-78.814
225.882,372.685,80.422,173.888,479.311,143.319,118.627,34.135,1,83.172,-63.172
143.761,70.837,52.095,207.305,21.527,95.829,80.432,32.931,0,100.424,-80.424
282.225,83.586,118.593,109.070,121.130,213.205,177.178,33.796,1,86.622,-66.622
177.456,320.996,104.016,365.034,274.437,219.483,193.270,28.289,0,117.442,-97.442
461.256,232.844,127.516,388.375,3.153,272.634,240.976,27.886,0,96.571,-76.571
241.451,249.178,60.279,217.696,359.068,127.568,112.428,28.198,0,115.557,-95.557
180.008,405.112,97.142,45.283,439.283,169.573,138.991,34.950,0,120.619,-100.619
69.169,386.115,46.364,88.795,310.708,90.670,77.919,30.754,1,79.195,-59.195
209.447,361.043,60.844,135.896,413.136,108.744,90.130,34.022,0,108.796,-88.796
139.913,156.440,67.458,36.536,216.887,137.445,119.752,29.393,0,103.489,-83.489
163.302,214.579,96.571,11.267,325.770,211.669,188.356,27.144,0,105.508,-85.508
137.690,138.333,117.756,273.672,347.172,275.628,249.208,25.292,0,114.638,-94.638
62.670,359.088,131.449,124.086,175.827,233.742,193.279,34.220,0,112.202,-92.202
126.640,81.914,103.442,12.232,189.110,187.831,156.781,33.416,0,112.866,-92.866
419.573,181.076,110.077,466.733,350.601,207.556,175.962,32.029,0,104.816,-84.816
428.768,285.539,101.608,336.954,406.518,182.729,151.874,33.784,0,107.837,-87.837
344.341,211.360,129.136,101.015,106.050,294.914,265.138,25.969,0,106.380,-86.380
228.982,370.654,93.816,55.220,438.125,208.679,186.402,26.716,0,90.673,-70.673
57.826,265.694,84.776,181.497,250.544,150.702,124.595,34.232,1,83.608,-63.608
411.296,117.403,82.659,372.258,231.349,146.083,120.449,34.460,0,101.424,-81.424
191.212,354.079,45.084,176.093,420.352,81.568,67.976,33.554,1,78.276,-58.276
160.192,235.622,120.355,305.269,102.151,230.970,197.133,31.405,0,109.416,-89.416
371.110,172.057,60.833,477.164,199.010,125.198,109.425,29.071,0,95.780,-75.780
494.859,307.540,129.642,239.181,398.501,300.753,271.376,25.535,0,102.478,-82.478
375.634,259.917,85.893,300.944,368.713,157.457,131.966,33.059,0,103.349,-83.349
464.491,375.014,88.445,340.068,349.026,154.852,127.108,34.831,1,83.844,-63.844
104.578,325.924,51.350,102.449,400.651,90.694,74.757,34.485,1,79.198,-59.198
228.755,134.076,93.231,227.920,299.179,189.610,165.106,29.452,0,95.188,-75.188
17.415,442.089,63.823,69.679,332.548,137.129,121.371,27.738,0,110.937,-90.937
247.523,152.117,69.064,139.479,84.356,145.034,127.535,28.437,0,105.150,-85.150
199.790,424.995,86.619,326.967,442.012,154.811,128.311,34.022,0,111.177,-91.177
