uav_x,uav_y,uav_z,user_x,user_y,distance_m,horizontal_m,elevation_deg,los,path_loss_db,rx_dbm
443.119,82.076,87.562,210.170,140.142,255.546,240.076,20.038,0,109.373,-89.373
224.618,268.177,66.931,302.857,385.907,156.401,141.356,25.337,0,99.395,-79.395
21.203,318.347,133.894,79.352,331.792,146.594,59.684,65.975,1,83.368,-63.368
419.601,402.046,127.530,453.747,479.259,152.943,84.426,56.495,1,83.737,-63.737
77.928,72.524,109.504,29.357,248.507,212.886,182.564,30.956,1,86.609,-66.609
85.363,416.406,56.631,366.772,335.193,298.318,292.893,10.943,0,114.492,-94.492
382.610,214.067,82.813,185.688,466.862,330.971,320.443,14.490,0,116.174,-96.174
237.772,126.844,121.572,496.185,25.688,302.968,277.507,23.658,0,111.010,-91.010
202.901,402.354,123.572,254.480,454.177,143.583,73.117,59.387,1,83.188,-63.188
312.119,104.250,92.865,117.390,225.152,247.307,229.209,22.056,0,108.356,-88.356
94.208,346.696,91.584,330.430,460.887,277.899,262.375,19.242,0,111.446,-91.446
374.733,95.001,51.822,40.112,26.127,345.544,341.636,8.625,0,108.694,-88.694
313.625,474.294,41.320,271.442,297.481,186.413,181.776,12.806,0,109.603,-89.603
134.033,81.197,80.242,35.068,201.086,174.947,155.459,27.301,0,110.633,-90.633
474.296,350.654,41.118,269.573,77.769,343.611,341.141,6.873,0,105.768,-85.768
265.479,154.400,90.391,327.266,409.523,277.626,262.499,19.001,0,112.849,-92.849
101.692,487.727,137.918,309.879,247.296,346.656,318.039,23.444,0,109.155,-89.155
143.358,148.722,138.026,175.326,227.553,162.134,85.067,58.354,1,84.243,-64.243
190.253,205.001,90.638,145.916,188.826,102.189,47.195,62.494,1,80.234,-60.234
2.080,162.913,102.666,5.090,77.745,133.428,85.221,50.304,0,109.469,-89.469
9.292,218.052,59.103,248.420,94.323,275.652,269.242,12.381,0,109.947,-89.947
95.391,342.496,134.183,16.101,50.780,330.743,302.301,23.935,0,105.861,-85.861
336.232,155.207,65.981,91.305,199.638,257.520,248.924,14.846,0,106.394,-86.394
458.476,329.107,41.026,289.053,349.502,175.509,170.646,13.518,0,105.364,-85.364
138.042,121.986,80.605,285.859,390.576,316.998,306.579,14.731,0,110.746,-90.746
104.862,0.580,73.932,357.295,220.405,342.799,334.731,12.455,0,105.330,-85.330
175.929,187.525,48.972,166.958,129.958,76.110,58.262,40.049,0,89.218,-69.218
233.389,317.921,119.148,374.816,432.218,217.397,181.839,33.234,0,115.571,-95.571
39.475,119.898,90.634,199.949,254.878,228.443,209.695,23.375,0,110.033,-90.033
241.445,61.786,57.733,359.039,152.238,159.195,148.358,21.263,0,107.982,-87.982
263.947,130.195,98.125,497.373,374.754,352.030,338.078,16.185,0,107.454,-87.454
143.288,373.276,54.535,262.478,489.053,174.885,166.164,18.170,0,118.855,-98.855
329.181,27.921,54.820,222.626,134.768,160.548,150.898,19.966,0,101.322,-81.322
489.905,253.414,106.216,391.930,155.759,174.407,138.332,37.518,0,107.112,-87.112
255.798,244.087,110.344,411.934,92.937,243.722,217.312,26.920,1,87.784,-67.784
352.499,459.960,62.407,15.246,422.128,345.059,339.369,10.420,0,107.043,-87.043
421.036,362.214,76.366,359.923,74.350,304.027,294.280,14.548,0,115.096,-95.096
105.062,100.884,129.842,280.222,205.374,241.782,203.959,32.481,1,87.714,-67.714
314.579,277.513,100.725,429.496,442.380,224.795,200.965,26.620,0,109.435,-89.435
42.876,134.192,106.622,341.384,91.203,319.880,301.588,19.470,1,90.146,-70.146
431.548,87.638,101.556,485.869,333.272,271.294,251.568,21.984,0,119.493,-99.493
44.441,404.804,40.262,13.216,380.961,56.254,39.287,45.702,0,103.334,-83.334
423.782,10.481,78.509,450.623,29.751,85.178,33.041,67.176,1,78.653,-58.653
470.590,403.917,68.882,319.084,351.585,174.464,160.290,23.255,0,98.769,-78.769
183.604,178.222,63.192,146.204,485.816,316.238,309.860,11.527,0,108.930,-88.930
325.841,413.477,117.516,36.863,370.063,314.965,292.220,21.907,1,90.011,-70.011
367.069,327.989,65.670,438.463,235.296,134.169,117.000,29.305,0,101.007,-81.007
329.501,260.186,82.290,429.977,401.017,191.573,172.999,25.439,0,106.090,-86.090
432.104,293.217,85.901,326.199,198.115,166.251,142.339,31.111,0,107.885,-87.885
59.926,135.010,78.901,356.697,160.636,308.148,297.875,14.836,0,100.856,-80.856
357.935,485.338,122.626,425.623,203.992,314.284,289.374,22.965,0,114.295,-94.295
202.505,402.147,43.138,279.920,436.077,94.896,84.524,27.038,0,101.922,-81.922
139.670,124.260,55.313,450.980,154.490,317.627,312.774,10.029,0,119.153,-99.153
257.033,37.600,84.341,155.984,136.387,164.570,141.315,30.830,1,84.373,-64.373
49.572,367.961,134.921,262.757,155.894,329.581,300.699,24.165,1,90.405,-70.405
171.172,410.067,86.893,379.345,229.394,289.013,275.642,17.497,0,97.870,-77.870
335.964,74.972,110.704,417.401,307.123,269.781,246.021,24.227,0,115.978,-95.978
43.656,304.361,131.481,79.039,413.152,174.283,114.400,48.974,1,84.871,-64.871
152.198,377.928,93.720,233.074,226.383,195.679,171.775,28.617,0,100.416,-80.416
156.286,191.778,101.737,382.897,189.380,248.412,226.623,24.177,1,87.949,-67.949
258.620,161.178,127.401,150.344,439.425,324.618,298.572,23.108,0,96.745,-76.745
328.646,186.902,44.272,173.389,389.316,258.914,255.100,9.846,0,116.300,-96.300
456.339,154.397,42.687,470.768,490.277,338.889,336.190,7.236,0,105.467,-85.467
145.552,443.543,120.194,148.730,486.541,127.693,43.115,70.266,0,105.957,-85.957
89.069,414.111,101.768,89.592,249.460,193.564,164.652,31.719,1,85.782,-65.782
103.759,447.692,65.024,135.962,128.557,327.279,320.755,11.460,0,120.448,-100.448
474.307,243.559,76.314,434.734,369.648,152.605,132.153,30.005,1,83.717,-63.717
106.855,159.464,50.797,392.462,199.122,292.788,288.348,9.991,0,116.249,-96.249
215.419,414.866,61.384,402.457,311.567,222.310,213.668,16.029,0,96.334,-76.334
307.757,102.930,100.505,183.658,375.939,316.285,299.892,18.528,1,90.048,-70.048
380.873,307.905,51.922,310.269,422.505,144.271,134.603,21.094,0,109.400,-89.400
81.083,479.656,97.251,297.907,473.755,237.709,216.904,24.150,0,110.218,-90.218
371.694,333.017,54.315,439.680,197.711,160.872,151.426,19.732,0,99.621,-79.621
43.166,245.123,130.159,318.950,78.374,347.568,322.276,21.992,0,103.575,-83.575
170.252,446.092,99.684,260.006,287.499,207.713,182.230,28.680,0,103.743,-83.743
483.951,84.254,43.858,303.130,343.659,319.235,316.208,7.896,0,113.849,-93.849
465.584,292.834,41.889,236.386,68.253,323.609,320.887,7.437,0,115.705,-95.705
222.638,282.667,125.039,128.591,168.385,193.753,148.005,40.192,1,85.791,-65.791
399.470,320.158,104.772,254.479,24.744,345.354,329.078,17.660,0,107.241,-87.241
1.276,181.258,103.122,98.187,165.251,142.415,98.224,46.393,1,83.117,-63.117
279.813,297.339,101.065,124.552,168.998,225.370,201.438,26.644,1,87.104,-67.104
274.955,155.665,74.436,132.636,217.883,172.240,155.325,25.605,0,115.101,-95.101
226.375,247.709,75.324,276.880,62.078,206.600,192.379,21.382,0,104.740,-84.740
176.435,33.112,43.972,211.445,36.334,56.299,35.157,51.356,1,75.056,-55.056
392.174,289.680,129.753,246.983,112.374,263.351,229.168,29.518,0,111.833,-91.833
491.335,211.972,80.736,286.197,64.578,265.188,252.599,17.725,0,121.358,-101.358
82.261,277.079,80.876,411.089,314.829,340.725,330.988,13.731,0,102.425,-82.425
471.617,252.816,97.031,471.509,74.833,202.714,177.983,28.598,0,108.274,-88.274
79.478,209.457,127.762,105.669,237.647,133.431,38.479,73.239,0,99.456,-79.456
293.105,264.226,88.826,236.279,137.297,165.015,139.068,32.567,0,104.332,-84.332
336.827,150.936,55.876,94.162,247.900,267.228,261.321,12.069,0,110.994,-90.994
437.237,169.081,67.603,372.723,487.433,331.784,324.824,11.757,0,105.206,-85.206
188.655,311.199,125.948,454.163,337.427,295.035,266.801,25.271,0,120.747,-100.747
321.207,475.017,70.384,375.242,168.402,319.196,311.340,12.739,1,90.127,-70.127
0.643,179.846,97.565,295.266,3.234,357.090,343.503,15.856,0,111.281,-91.281
261.024,468.272,76.491,353.400,177.534,314.504,305.061,14.076,0,104.657,-84.657
426.651,280.428,130.036,389.745,28.923,285.527,254.198,27.092,0,117.500,-97.500
179.554,275.392,61.485,149.694,474.574,210.584,201.408,16.976,0,96.356,-76.356
61.417,356.979,118.248,68.385,272.793,145.322,84.473,54.459,0,105.272,-85.272
332.218,54.710,124.936,239.728,33.887,156.834,94.806,52.807,1,83.955,-63.955
283.421,330.660,44.884,7.717,254.187,289.612,286.113,8.916,0,110.338,-90.338
132.530,301.478,122.966,323.129,49.716,338.870,315.772,21.277,0,120.415,-100.415
196.116,257.080,47.264,300.653,474.521,245.850,241.265,11.084,0,104.656,-84.656
292.788,111.991,95.087,251.033,121.414,104.277,42.805,65.764,0,104.283,-84.283
189.639,342.606,48.052,345.625,186.245,226.030,220.863,12.274,0,106.050,-86.050
129.139,317.494,72.850,461.933,316.718,340.675,332.795,12.347,0,114.004,-94.004
280.310,323.396,132.110,244.318,265.372,148.712,68.280,62.668,0,93.460,-73.460
202.217,261.874,93.592,168.121,138.184,158.812,128.304,36.109,0,94.826,-74.826
38.224,199.687,125.888,383.842,147.878,371.462,349.480,19.810,0,109.802,-89.802
356.389,222.056,107.835,278.255,340.226,178.038,141.665,37.278,0,109.070,-89.070
350.425,381.565,86.983,465.664,480.358,174.946,151.789,29.815,1,84.904,-64.904
411.349,340.426,97.153,70.629,381.942,356.725,343.240,15.804,0,112.302,-92.302
264.869,126.052,46.520,283.154,425.812,303.899,300.317,8.805,0,98.872,-78.872
482.879,478.673,133.455,475.953,332.367,198.151,146.471,42.338,0,100.778,-80.778
475.457,34.168,137.584,338.577,305.519,333.612,303.920,24.356,0,112.458,-92.458
143.433,308.181,63.488,363.370,139.363,284.434,277.258,12.898,0,112.264,-92.264
114.183,255.239,67.024,297.171,338.553,211.939,201.062,18.436,0,106.338,-86.338
292.484,334.591,139.300,230.244,211.147,196.257,138.247,45.217,0,100.495,-80.495
223.175,269.425,78.695,453.869,456.406,307.205,296.954,14.843,0,114.858,-94.858
163.491,186.774,95.059,200.574,80.065,147.642,112.969,40.079,1,83.430,-63.430
148.898,294.432,83.294,115.762,365.926,114.662,78.800,46.588,0,91.137,-71.137
130.807,27.085,64.727,8.190,20.946,138.788,122.770,27.799,0,103.610,-83.610
238.616,243.282,124.963,476.002,117.706,296.205,268.555,24.953,1,89.478,-69.478
219.460,46.655,83.637,494.375,112.436,294.789,282.676,16.482,0,115.611,-95.611
95.785,168.282,45.620,351.711,320.626,301.311,297.837,8.708,0,112.666,-92.666
119.089,53.039,82.185,198.888,361.782,329.309,318.889,14.452,1,90.398,-70.398
375.619,182.544,104.971,193.173,212.426,212.600,184.878,29.587,0,108.342,-88.342
369.182,205.260,120.578,359.914,113.452,151.834,92.274,52.574,1,83.673,-63.673
152.938,486.980,65.679,25.835,381.765,177.592,165.001,21.705,0,105.267,-85.267
84.500,214.616,138.416,265.178,331.109,255.683,214.977,32.776,0,117.284,-97.284
248.044,271.828,94.366,213.840,374.456,143.552,108.177,41.099,1,83.186,-63.186
142.392,278.383,128.740,185.213,218.516,148.296,73.605,60.242,1,83.469,-63.469
173.423,266.789,129.296,394.427,295.912,257.698,222.914,30.115,0,117.980,-97.980
57.040,156.711,101.815,369.035,157.902,328.190,311.997,18.073,1,90.369,-70.369
185.738,286.222,114.494,387.811,137.477,275.804,250.916,24.527,0,108.978,-88.978
157.790,219.241,93.049,293.809,145.552,180.525,154.698,31.026,1,85.177,-65.177
404.139,215.067,98.742,195.353,461.222,337.541,322.775,17.010,0,116.180,-96.180
430.231,1.058,94.670,205.426,152.056,286.880,270.809,19.269,0,118.771,-98.771
200.355,281.538,123.571,495.345,205.352,328.775,304.669,22.077,0,99.430,-79.430
14.777,144.289,118.830,244.851,118.165,260.263,231.552,27.166,0,101.502,-81.502
61.583,390.254,63.797,323.884,253.629,302.552,295.750,12.173,1,89.662,-69.662
254.150,377.859,75.851,451.477,386.498,211.580,197.517,21.008,0,117.642,-97.642
25.060,140.108,44.583,146.860,188.898,138.576,131.209,18.767,1,82.880,-62.880
337.599,378.421,129.783,200.818,91.018,343.734,318.291,22.183,0,109.296,-89.296
326.498,173.930,69.349,331.052,453.069,287.660,279.176,13.950,1,89.224,-69.224
438.391,183.981,130.283,192.750,172.884,278.273,245.891,27.916,1,88.935,-68.935
443.689,137.517,60.755,176.735,92.566,277.446,270.712,12.649,0,100.772,-80.772
257.434,404.229,57.983,438.784,491.798,209.566,201.385,16.062,0,97.995,-77.995
24.574,390.122,119.085,99.495,227.617,214.947,178.944,33.643,1,86.693,-66.693
390.736,474.882,52.885,473.503,277.979,220.041,213.591,13.907,0,101.679,-81.679
208.068,314.596,127.543,403.082,272.168,236.850,199.576,32.581,0,110.146,-90.146
140.628,328.258,62.468,282.903,445.395,194.591,184.291,18.725,0,94.671,-74.671
462.950,97.824,65.006,245.107,156.774,234.854,225.679,16.069,0,106.347,-86.347
430.320,238.373,101.973,187.842,228.834,263.221,242.666,22.793,0,104.379,-84.379
146.244,385.386,71.620,423.043,479.840,301.113,292.471,13.760,0,115.958,-95.958
241.071,145.041,41.598,331.234,29.900,152.043,146.242,15.878,0,102.562,-82.562
277.997,387.665,84.069,184.827,295.624,155.627,130.966,32.697,1,83.888,-63.888
5.946,25.407,68.264,293.781,130.109,313.802,306.287,12.565,0,110.472,-90.472
169.146,474.689,64.450,40.153,494.667,145.575,130.531,26.278,0,101.546,-81.546
109.698,146.516,94.413,153.610,175.883,108.188,52.827,60.771,1,80.730,-60.730
327.033,223.244,94.187,241.127,19.849,240.043,220.793,23.102,0,104.566,-84.566
320.375,130.735,86.981,149.496,393.169,325.018,313.163,15.523,0,110.137,-90.137
125.154,301.887,41.985,93.263,92.560,215.864,211.742,11.215,0,104.087,-84.087
148.961,439.235,92.079,213.499,336.671,152.195,121.180,37.230,0,103.718,-83.718
432.124,353.559,110.038,307.507,142.148,268.947,245.406,24.151,0,107.781,-87.781
233.990,126.184,101.210,6.247,148.321,250.201,228.816,23.861,0,110.438,-90.438
65.895,92.605,52.680,108.764,137.511,81.421,62.083,40.316,0,100.667,-80.667
69.923,205.389,75.236,76.496,424.929,232.167,219.638,18.909,1,87.362,-67.362
259.800,284.987,52.572,467.699,111.199,276.022,270.969,10.980,0,106.942,-86.942
294.765,335.915,89.958,6.934,169.256,344.549,332.599,15.135,1,90.791,-70.791
162.466,76.578,59.200,61.039,354.491,301.708,295.843,11.316,1,89.638,-69.638
50.561,169.379,66.139,287.248,155.877,246.124,237.071,15.588,1,87.869,-67.869
142.587,312.599,124.183,328.319,428.111,251.518,218.723,29.586,1,88.057,-68.057
29.345,493.544,94.278,108.490,181.208,335.718,322.208,16.309,0,103.745,-83.745
109.836,353.004,116.773,351.247,312.053,271.279,244.860,25.496,0,112.155,-92.155
414.995,178.537,47.592,470.095,304.252,145.277,137.260,19.123,0,113.188,-93.188
180.741,293.461,88.659,98.454,449.668,197.566,176.555,26.664,0,108.235,-88.235
72.927,225.322,85.692,246.529,202.436,194.948,175.105,26.076,0,110.947,-90.947
54.543,455.506,82.183,221.919,273.313,260.697,247.405,18.375,0,104.366,-84.366
34.839,50.829,120.573,45.006,349.859,322.584,299.203,21.948,0,105.868,-85.868
