uav_x,uav_y,uav_z,user_x,user_y,distance_m,horizontal_m,elevation_deg,los,path_loss_db,rx_dbm
273.708,20.698,88.780,294.207,79.433,108.406,62.209,54.980,1,80.747,-60.747
394.042,496.831,50.682,447.074,247.099,260.283,255.301,11.228,0,112.624,-92.624
361.448,194.594,111.956,402.678,317.744,171.464,129.869,40.764,1,84.729,-64.729
373.977,443.817,57.441,458.471,110.474,348.650,343.886,9.483,0,102.171,-82.171
202.525,399.686,128.572,41.713,333.421,216.292,173.930,36.473,0,111.776,-91.776
463.768,89.429,80.958,267.789,351.843,337.377,327.519,13.884,0,110.226,-90.226
205.704,174.224,136.911,193.229,380.500,247.891,206.653,33.525,0,106.822,-86.822
244.089,131.685,108.146,440.379,205.634,235.995,209.758,27.275,0,101.360,-81.360
366.560,408.690,59.820,467.517,139.046,294.073,287.924,11.737,0,101.665,-81.665
48.162,48.788,45.053,255.772,10.030,215.948,211.196,12.042,0,108.082,-88.082
174.388,455.258,138.025,174.341,404.148,147.184,51.110,69.681,1,83.403,-63.403
174.646,435.214,125.480,267.353,266.179,230.028,192.789,33.059,0,114.406,-94.406
158.257,210.027,43.822,63.115,364.810,186.896,181.686,13.561,0,96.370,-76.370
376.683,205.963,112.935,52.900,161.175,345.827,326.867,19.060,0,106.126,-86.126
279.071,116.291,57.337,355.081,386.001,286.021,280.216,11.564,0,106.559,-86.559
212.891,314.891,46.681,182.560,93.318,228.460,223.639,11.790,0,99.379,-79.379
398.062,236.413,90.389,222.133,414.644,266.247,250.434,19.846,0,112.214,-92.214
115.586,197.798,106.470,120.679,441.240,265.755,243.495,23.618,0,112.583,-92.583
279.935,279.082,113.072,136.598,32.389,306.901,285.312,21.619,0,119.037,-99.037
254.560,370.553,47.288,30.552,345.687,230.291,225.384,11.849,0,105.246,-85.246
171.928,66.657,40.295,499.103,152.374,340.609,338.217,6.794,0,114.745,-94.745
219.999,452.766,52.867,182.325,443.790,65.535,38.729,53.775,1,76.375,-56.375
54.580,215.986,103.759,76.253,313.150,143.793,99.552,46.185,1,83.201,-63.201
217.107,488.890,101.333,254.844,188.766,319.010,302.488,18.521,0,111.574,-91.574
269.894,9.549,76.439,326.828,231.475,241.527,229.112,18.450,0,110.033,-90.033
175.813,166.116,105.066,159.757,426.474,281.217,260.853,21.938,0,113.596,-93.596
152.330,465.407,132.800,143.615,264.297,241.158,201.299,33.413,0,100.927,-80.927
145.102,65.041,109.372,15.267,176.807,203.251,171.315,32.555,1,86.207,-66.207
186.568,394.664,110.754,137.946,371.832,123.093,53.716,64.127,0,97.164,-77.164
321.527,348.523,46.351,69.066,485.254,290.827,287.109,9.171,0,110.680,-90.680
429.843,475.116,60.778,252.285,204.453,329.362,323.706,10.634,0,100.448,-80.448
166.409,37.715,104.208,36.983,332.236,338.161,321.704,17.948,0,109.926,-89.926
322.704,470.223,101.321,303.430,418.560,115.354,55.141,61.444,0,106.855,-86.855
41.405,239.744,115.329,360.417,103.489,365.561,346.892,18.390,0,113.500,-93.500
244.963,16.425,91.487,150.437,79.629,145.945,113.710,38.819,0,104.492,-84.492
67.341,237.872,50.247,266.155,166.652,217.081,211.186,13.383,1,86.778,-66.778
306.340,178.362,73.761,285.127,72.346,130.882,108.118,34.303,0,113.680,-93.680
415.831,55.754,120.102,104.726,1.897,337.803,315.732,20.826,1,90.619,-70.619
146.447,375.471,82.740,312.516,149.595,292.309,280.355,16.443,0,112.484,-92.484
162.175,446.206,61.261,171.998,498.989,81.458,53.689,48.768,0,99.698,-79.698
305.389,204.000,67.495,424.063,259.201,147.263,130.884,27.279,0,105.582,-85.582
40.109,418.925,133.632,107.242,413.681,149.639,67.338,63.256,0,103.313,-83.313
167.772,436.559,70.222,200.090,100.397,344.936,337.712,11.746,0,103.217,-83.217
275.142,382.181,55.724,311.656,280.566,121.508,107.976,27.297,0,108.240,-88.240
264.838,367.034,99.548,267.172,319.579,110.306,47.513,64.486,1,80.898,-60.898
188.100,299.407,122.057,150.287,164.884,185.538,139.737,41.136,0,106.222,-86.222
407.602,233.360,105.406,432.001,205.517,111.719,37.021,70.648,0,104.380,-84.380
315.748,10.072,79.932,441.815,327.381,350.666,341.435,13.176,0,118.726,-98.726
359.860,440.363,78.170,286.935,403.627,113.041,81.656,43.751,0,88.618,-68.618
319.930,321.222,125.686,268.355,238.119,159.258,97.806,52.111,0,109.979,-89.979
233.713,221.640,101.292,307.747,296.394,146.045,105.210,43.913,0,102.645,-82.645
159.172,343.328,40.491,103.882,243.723,120.904,113.922,19.567,0,105.610,-85.610
358.125,78.015,129.633,169.392,91.116,229.339,189.187,34.419,1,87.256,-67.256
80.788,103.277,98.606,276.052,31.666,230.173,207.982,25.366,0,114.486,-94.486
140.943,479.898,85.875,462.485,342.724,359.973,349.580,13.802,0,99.885,-79.885
341.165,268.613,84.670,325.697,435.527,187.800,167.630,26.798,1,85.520,-65.520
275.880,346.042,132.465,95.835,272.339,235.362,194.547,34.251,0,104.747,-84.747
282.529,321.156,86.254,16.035,379.585,286.134,272.824,17.545,1,89.177,-69.177
74.941,135.127,81.875,164.330,113.199,123.186,92.040,41.655,0,88.704,-68.704
301.133,307.300,133.481,260.790,199.137,176.477,115.441,49.145,1,84.980,-64.980
441.369,247.336,83.553,357.714,248.918,118.245,83.670,44.960,0,94.757,-74.757
355.757,165.248,94.554,165.870,249.014,228.066,207.541,24.494,0,106.607,-86.607
219.224,236.063,117.354,358.459,183.144,189.628,148.953,38.233,1,85.604,-65.604
283.784,185.212,72.858,206.754,479.048,312.379,303.764,13.488,0,121.120,-101.120
209.648,352.906,114.613,344.684,315.866,180.950,140.025,39.301,0,116.296,-96.296
360.192,73.542,138.506,340.396,206.822,193.233,134.742,45.789,0,106.407,-86.407
223.753,285.050,134.881,103.472,92.694,263.934,226.866,30.733,0,114.496,-94.496
117.939,155.819,110.734,165.618,69.501,148.277,98.611,48.314,1,83.467,-63.467
232.958,26.741,138.873,136.424,50.233,170.753,99.351,54.420,0,104.595,-84.595
44.547,127.750,109.626,15.522,77.879,123.885,57.702,62.240,0,98.802,-78.802
144.393,311.080,76.389,216.582,189.000,161.091,141.827,28.307,0,104.770,-84.770
76.941,280.310,108.829,37.623,155.577,170.141,130.784,39.765,0,108.707,-88.707
281.338,243.341,93.905,276.912,191.128,107.536,52.400,60.838,1,80.677,-60.677
186.137,113.132,138.098,397.447,21.110,268.684,230.478,30.929,0,103.434,-83.434
361.692,269.420,53.163,179.735,378.871,218.893,212.339,14.056,0,114.838,-94.838
209.475,265.433,83.483,201.092,452.158,204.710,186.914,24.067,0,103.668,-83.668
354.136,388.643,136.854,139.259,275.165,278.888,243.001,29.388,1,88.955,-68.955
280.906,131.593,75.679,345.890,459.724,342.958,334.504,12.748,0,118.499,-98.499
392.195,163.389,66.890,214.083,12.633,242.745,233.347,15.995,0,107.700,-87.700
1.241,311.501,83.533,179.089,112.014,280.005,267.255,17.357,0,111.311,-91.311
79.128,350.730,76.663,369.856,283.269,308.142,298.453,14.406,0,100.664,-80.664
403.156,60.569,109.607,478.303,328.770,299.320,278.529,21.481,0,106.728,-86.728
160.042,214.692,116.751,470.332,287.705,339.472,318.764,20.116,0,112.450,-92.450
218.019,143.995,96.117,284.237,117.199,119.755,71.434,53.380,1,81.612,-61.612
438.542,422.558,57.726,150.080,478.835,299.516,293.901,11.112,0,115.617,-95.617
242.571,425.164,105.582,114.399,348.989,182.698,149.100,35.303,0,97.907,-77.907
339.818,312.468,123.672,67.848,408.856,313.931,288.545,23.200,0,114.268,-94.268
169.506,262.604,83.752,373.868,484.429,313.026,301.613,15.519,0,111.495,-91.495
262.620,214.923,100.734,414.017,321.434,210.744,185.110,28.554,0,106.385,-86.385
368.548,285.654,117.737,123.546,325.898,274.786,248.285,25.370,0,93.536,-73.536
78.926,122.621,107.865,370.897,109.384,311.540,292.271,20.257,0,111.450,-91.450
204.396,293.668,94.661,469.368,392.249,298.142,282.716,18.512,0,103.861,-83.861
104.901,85.195,64.021,211.087,141.147,136.032,120.025,28.075,0,109.023,-89.023
123.673,59.143,88.104,285.827,300.332,303.691,290.630,16.865,0,105.871,-85.871
251.319,456.564,42.544,251.076,399.542,71.145,57.022,36.726,0,91.488,-71.488
371.415,52.161,83.712,368.914,389.842,347.912,337.691,13.923,0,108.926,-88.926
278.663,41.642,75.463,62.908,155.205,255.229,243.817,17.198,0,107.382,-87.382
182.322,287.684,111.461,271.324,105.016,231.759,203.197,28.746,0,104.245,-84.245
