uav_x,uav_y,uav_z,user_x,user_y,distance_m,horizontal_m,elevation_deg,los,path_loss_db,rx_dbm
295.153,286.213,101.052,86.700,106.873,292.963,274.984,20.177,1,89.382,-69.382
299.789,445.161,120.729,156.001,193.089,314.310,290.198,22.588,0,105.983,-85.983
283.481,294.506,58.346,77.223,326.037,216.659,208.654,15.623,1,86.762,-66.762
333.146,25.409,71.923,380.823,176.923,174.363,158.838,24.362,0,118.130,-98.130
474.662,211.911,46.872,420.481,308.604,120.341,110.838,22.923,0,106.813,-86.813
36.003,385.530,61.248,185.424,277.313,194.394,184.493,18.365,0,107.136,-87.136
352.821,108.184,77.269,163.047,6.075,228.934,215.500,19.726,0,103.171,-83.171
52.920,250.237,101.641,228.211,74.947,267.926,247.898,22.294,0,108.399,-88.399
142.733,309.719,81.898,411.936,241.198,289.607,277.786,16.427,0,111.250,-91.250
32.785,242.337,81.186,46.396,456.451,229.393,214.546,20.727,1,87.258,-67.258
485.170,450.419,41.919,381.390,460.655,112.394,104.284,21.899,1,81.061,-61.061
286.799,187.483,96.860,72.154,226.555,238.707,218.173,23.939,0,105.541,-85.541
3.581,305.592,65.758,54.378,498.521,210.062,199.505,18.243,0,124.323,-104.323
212.165,449.955,107.054,90.170,190.485,306.052,286.718,20.474,0,120.374,-100.374
323.312,331.304,77.104,438.921,153.096,225.984,212.424,19.949,0,111.373,-91.373
236.816,305.221,113.392,330.421,7.981,331.619,311.631,19.995,0,110.784,-90.784
32.398,208.988,69.788,119.283,351.669,181.045,167.053,22.673,0,94.832,-74.832
103.621,449.921,41.143,78.334,310.255,147.780,141.937,16.165,0,110.170,-90.170
492.732,275.347,107.394,228.247,140.922,315.525,296.686,19.899,0,106.030,-86.030
132.324,331.564,95.593,255.190,47.018,324.346,309.939,17.141,0,116.962,-96.962
419.191,7.301,94.198,83.919,64.394,352.902,340.098,15.481,0,113.797,-93.797
291.601,223.248,58.404,499.089,205.508,216.279,208.244,15.667,0,98.903,-78.903
222.010,459.333,49.664,64.808,382.671,181.813,174.899,15.852,0,105.769,-85.769
343.386,499.698,51.540,202.255,434.759,163.681,155.355,18.354,0,103.375,-83.375
433.715,34.527,75.054,420.453,273.844,251.160,239.684,17.387,0,106.853,-86.853
130.536,286.143,67.103,74.324,118.652,188.987,176.673,20.798,1,85.575,-65.575
437.310,431.418,51.997,337.201,485.868,125.261,113.959,24.526,0,101.685,-81.685
246.399,149.589,76.530,425.341,29.164,228.865,215.691,19.535,0,108.055,-88.055
229.254,205.060,87.190,209.597,469.975,279.585,265.643,18.171,0,107.889,-87.889
382.251,440.618,65.992,416.412,255.331,199.632,188.409,19.303,0,111.314,-91.314
65.204,125.642,79.840,136.028,365.501,262.532,250.097,17.705,0,111.988,-91.988
368.337,331.662,76.819,171.718,166.669,267.924,256.675,16.662,0,107.877,-87.877
139.540,70.684,56.306,278.957,40.239,153.410,142.703,21.532,0,103.071,-83.071
307.893,165.066,67.615,362.393,306.099,165.627,151.197,24.094,0,102.646,-82.646
226.085,495.439,102.948,447.903,385.047,268.305,247.769,22.563,0,106.466,-86.466
54.923,160.731,60.439,69.536,302.578,154.877,142.597,22.970,0,103.063,-83.063
56.918,173.131,87.328,193.245,319.373,218.170,199.930,23.595,1,86.822,-66.822
149.858,136.671,77.006,287.717,244.832,191.399,175.225,23.724,0,107.258,-87.258
165.125,191.157,103.007,455.116,242.761,312.038,294.546,19.275,0,108.301,-88.301
405.167,3.085,61.761,438.079,162.935,174.498,163.203,20.728,0,93.681,-73.681
24.251,175.320,48.604,15.067,67.783,118.368,107.929,24.244,0,102.169,-82.169
48.197,86.536,67.076,265.675,127.540,231.251,221.310,16.861,0,102.077,-82.077
309.712,217.232,53.991,449.813,243.093,152.355,142.467,20.755,0,103.720,-83.720
355.699,147.753,103.273,138.113,96.035,246.341,223.648,24.786,1,87.877,-67.877
12.443,115.184,106.339,143.138,347.937,287.337,266.936,21.721,0,124.586,-104.586
280.904,220.404,60.126,405.075,155.181,152.603,140.259,23.204,1,83.717,-63.717
269.036,363.468,76.518,471.956,166.070,293.253,283.095,15.125,0,115.811,-95.811
249.432,39.153,75.169,441.364,77.767,209.713,195.779,21.004,0,92.059,-72.059
298.350,402.883,76.213,186.310,227.929,221.292,207.754,20.145,0,96.319,-76.319
140.443,237.933,46.488,131.736,82.437,162.530,155.740,16.620,0,110.555,-90.555
